,0
125,0.6803207589954325
126,0.7339259971802923
127,0.7429993220457366
128,0.6359538461893295
129,0.6920787598870395
130,0.766709431708618
131,0.6769938163417231
132,0.6364014287612779
133,0.721870062895861
134,0.7866526402792315
135,0.7129824756860684
136,0.6205194171026442
137,0.7277335108960474
138,0.7590060735026171
139,0.7108655334975842
140,0.5848788078044082
141,0.7090738940452945
142,0.7568103603648569
143,0.7224618973900644
144,0.5607752998090527
145,0.6604275765409886
146,0.6908116398398697
147,0.7146926564387841
148,0.577083574676987
149,0.6384645937530666
150,0.7380737060167459
151,0.6750995295810249
152,0.6050537058089799
153,0.6347364248916076
154,0.7427542882064715
155,0.7118048370157487
156,0.6055888946061354
157,0.6759327244765271
158,0.7278391766627366
159,0.7510757038597698
160,0.5786818623524732
161,0.6565448747974387
162,0.70672280952598
163,0.65887129960795
164,0.7329126179068561
165,0.7051395109407005
166,0.6025650327217211
167,0.7133771303974967
168,0.7069677396767777
169,0.6033700805461483
170,0.7372162964676211
171,0.7068134568246071
172,0.6745466406746763
173,0.7239931455269977
174,0.7381490245754105
175,0.6965911901988858
176,0.7197432107862938
177,0.6825156820996239
178,0.639957885568172
179,0.6939520259554439
180,0.671446162219622
181,0.6147712463454029
182,0.7077450928699658
183,0.6312441088616499
184,0.6598482989991322
185,0.7132922501712049
186,0.609844214687512
187,0.6366879794994517
188,0.7600167274686284
189,0.6486023687212302
190,0.6129857823581816
191,0.7194178054697109
192,0.6597941494786786
193,0.6583172929762839
194,0.7341535332359054
195,0.7066793493370728
196,0.5791384468150932
197,0.7484822095670398
198,0.6682225724637212
199,0.5986819233434805
200,0.7405535709238901
201,0.6330805387063321
202,0.5716579195989716
203,0.7490898653470165
204,0.6647033690775425
205,0.6037995698171265
206,0.7229407177480044
207,0.7380056503821376
208,0.5780306311214223
209,0.7498949168342004
210,0.7185820064555172
211,0.5947085751443081
212,0.7687025398840284
213,0.6724540061167704
214,0.6307855693606733
215,0.7674749786708821
216,0.6911310966944224
217,0.6776179514763441
218,0.7303742972641659
219,0.6743173002235022
220,0.6404833519989309
221,0.6833804521345763
222,0.6632691334893133
223,0.6311130301821293
224,0.6838058618181624
225,0.6678656454303445
226,0.6830426751671567
227,0.7119853046835025
228,0.7005318227636317
229,0.6747204217260934
230,0.7016038156992925
231,0.7140783682840977
232,0.6625769498186574
233,0.7099618097337368
234,0.6703606421028709
235,0.6255123819710665
236,0.7157723863295169
237,0.8452088224269683
238,0.6791238739817801
239,0.6986577343356263
240,0.8320456564763975
241,0.6031432741719965
242,0.6707409003756021
243,0.787274116797594
244,0.664920071004062
245,0.7091927883400281
246,0.6012761610380412
247,0.6389128856238755
248,0.7240875788240169
249,0.7122071644889953
250,0.6350358058162798
251,0.6912593723667723
252,0.6669411200498488
253,0.6326012182188414
254,0.6686775139317901
255,0.6460499743961938
256,0.6397498312514449
257,0.6733806472108244
258,0.6665051251885239
259,0.6744693384337129
260,0.6764562219550097
261,0.6880067457809786
262,0.6733227543364894
263,0.6635552879430122
264,0.5720032237781888
265,0.7445758947999755
266,0.6194890469776759
267,0.6535561051215941
268,0.6934464716750672
269,0.6783225027374358
270,0.6304845799195347
271,0.67956149915394
272,0.6114021261293024
273,0.6081561317557511
274,0.603946789447799
275,0.6507502963632444
276,0.6773078156017442
277,0.664677885741553
278,0.7375877490357869
279,0.6865537464991239
280,0.5864448665522459
281,0.669697618566393
282,0.6202272383560923
283,0.7296905625717999
284,0.7130835120890215
285,0.6481162874949198
286,0.7254992776108946
287,0.6611653898773753
288,0.6826904039634276
289,0.7715658265495418
290,0.6617181825503949
291,0.7350734817645094
292,0.6418560924392473
293,0.6891853514536618
294,0.6762704164012082
295,0.6486072452518203
296,0.7052552454485024
297,0.6991009230314965
298,0.6463703435404483
299,0.7108336326439469
300,0.6896389957985863
301,0.6967254255776527
302,0.6788346834408132
303,0.6287553357157671
304,0.6366669110812562
305,0.6177651409523167
306,0.687432784451543
307,0.6464278566858676
308,0.7380178725357726
309,0.7015596279732992
310,0.6609954975076278
311,0.7279406799314603
312,0.6830680787550679
313,0.6718311168859742
314,0.6943734209524876
315,0.6616835128412873
316,0.693799417111416
317,0.7184141534016024
318,0.680373583355269
319,0.7570753268490117
320,0.7171981189084423
321,0.6903114277321676
322,0.7178011681846715
323,0.6777681775875276
324,0.5769333344702366
325,0.6982470350111692
326,0.6809621006180291
327,0.6617578724994618
328,0.7264640199464223
329,0.643887681626542
330,0.7248053171481724
331,0.6739852531000935
332,0.6719539853707623
333,0.6808319471329178
334,0.6487558716324527
335,0.6950517321059467
336,0.7043420113826564
337,0.7318187364082877
338,0.6887757169838608
339,0.6556118878494291
340,0.7099175443883557
341,0.6521371665126884
342,0.6865259870191319
343,0.7144357836238021
344,0.6969671428233145
345,0.656901970563801
346,0.6332081148254826
347,0.696492957638081
348,0.7370365241622061
349,0.6686426325416173
350,0.6810444115245334
351,0.7252288762054675
352,0.7351617493199362
353,0.6272950179962021
354,0.6717170380492975
355,0.6641885536065152
356,0.6515839157588021
357,0.7547962186156869
358,0.7012963232762643
359,0.689816104802199
360,0.7221296457353055
361,0.7096825286620557
362,0.6712859350232024
363,0.7327576200995299
364,0.7367095849909713
365,0.6324713975094977
366,0.7197959501295779
367,0.6590232985603767
368,0.680434078646969
369,0.7495735506145255
370,0.6566191932319481
371,0.6553740164589021
372,0.7099852375638384
373,0.6610249822365502
374,0.6767779678906252
375,0.7700916575059314
376,0.7002888076936759
377,0.708688365063979
378,0.7450095440021094
379,0.676819766175152
380,0.6871125291191946
381,0.7619227743291509
382,0.6829287677847578
383,0.6514742813715679
384,0.7136360259292611
385,0.6593813155137604
386,0.7288149561008858
387,0.6956364011967389
388,0.6686990037640754
389,0.7752695047693063
390,0.6958747400487125
391,0.6692377278407065
392,0.7118439302181072
393,0.7029393995529847
394,0.7387033350286015
395,0.6420857638020161
396,0.6517006929661775
397,0.6453896602575959
398,0.7269215223964128
399,0.5676791818144501
400,0.7208926953719633
401,0.7244559959185177
402,0.7538817459936915
403,0.6902978150308157
404,0.6959479017795731
405,0.6897854312660422
406,0.6334931145493544
407,0.7356870047098224
408,0.6830012481671721
409,0.6699044839121902
410,0.7160591249602933
411,0.7258674122169277
412,0.717371156207532
413,0.7204480349120445
414,0.6653665061755878
415,0.6396080212140597
416,0.7146793176931667
417,0.6506041028387425
418,0.6432647689012952
419,0.7087023489490178
420,0.7075504862425093
421,0.7805411926303463
422,0.7468197002131183
423,0.6728597889455941
424,0.6373095930426511
425,0.7142564877057015
426,0.7653722095415041
427,0.6775372016434795
428,0.6226588324621491
429,0.6650093990390202
430,0.6173206241775913
431,0.7068188125460445
432,0.7380827433103119
433,0.6427714934061645
434,0.6997133058028604
435,0.6974791873603791
436,0.6414096532008589
437,0.74722001711436
438,0.6703643261734445
439,0.6886975334412785
440,0.6895791547968736
441,0.6217328033352689
442,0.6297923723440344
443,0.7326229808159239
444,0.7032302721458958
445,0.7677565793659187
446,0.6863772129532509
447,0.7689748490627583
448,0.6939924910175038
449,0.6586928772220435
450,0.6499326511859368
451,0.7329058076032444
452,0.6456872033613521
453,0.7238602112671573
454,0.7282341181180984
455,0.6911476540031651
456,0.6207065680412386
457,0.6664328980618041
458,0.6772804239158217
459,0.6538037858996876
460,0.6660614892482956
461,0.6320000777954367
462,0.6501284690554185
463,0.5728129413743743
464,0.6454951156377227
465,0.6399482141679259
466,0.7839023533879699
467,0.6526305769662111
468,0.7263251859010663
469,0.751405959338261
470,0.745540307555699
471,0.7119835171017983
472,0.6535627070363812
473,0.6529655640567466
474,0.7102984573316345
475,0.6691415323062464
476,0.6610818160672096
477,0.6457008014848128
478,0.6646097441748151
479,0.6354465087263279
480,0.7296015717875881
481,0.6978702995728088
482,0.6570957706796886
483,0.6590591531720716
484,0.6444897822065911
485,0.6613825444045073
486,0.6761902184966118
487,0.7373875548259974
488,0.7129482505949645
489,0.7001528170811562
490,0.6997523231923928
491,0.6605676377616406
492,0.6885222827890876
493,0.6081396046923893
494,0.6622936135381241
495,0.6157354955897619
496,0.7415732125889823
497,0.7356895781076807
498,0.7574694658581081
499,0.7491223151106761
500,0.7316802209500716
501,0.7383370066253855
502,0.7180459244645437
503,0.7358825186729229
504,0.7300158549821941
505,0.7619088918325653
506,0.7297245386130838
507,0.6922654479424193
508,0.6935752574797288
509,0.6154166836105347
510,0.6490905394235397
511,0.6801596732255659
