,0
0,0.5742455345242383
1,0.5636983804428678
2,0.6000177711558493
3,0.5972571827333799
4,0.5413674192176873
5,0.5201517958386244
6,0.5557002802711679
7,0.6136717648473161
8,0.603565826957795
9,0.5910940713451835
10,0.5382050940425922
11,0.5382050940425922
12,0.5226886086836963
13,0.5275986849463244
14,0.49855789030435155
15,0.5127344704219119
16,0.5093799178667406
17,0.5093799178667406
18,0.500636040150859
19,0.500636040150859
20,0.5298798324495501
21,0.5298798324495501
22,0.513385305738323
23,0.5121830944855401
24,0.5315352048236166
25,0.5230711428222181
26,0.5230711428222181
27,0.517482799106789
28,0.5096130540277557
29,0.5096130540277557
30,0.5045062621634169
31,0.5295017918820073
32,0.5115639238438253
33,0.5181619675414563
34,0.5051027112019129
35,0.5177121970712574
36,0.5260664251070661
37,0.5260664251070661
38,0.5214933567112587
39,0.5216042182706865
40,0.5185421976668119
41,0.5083787262695083
42,0.5180032500447868
43,0.506478070575038
44,0.5296976293980571
45,0.4901499412182035
46,0.5157782262108789
47,0.5082279027088968
48,0.49512128537764627
49,0.47793258907602676
50,0.47793258907602676
51,0.5806235224482181
52,0.4888492787421871
53,0.5172279962495749
54,0.5343798100031575
55,0.5106542842676902
56,0.5164805367058782
57,0.523096264796603
58,0.5196086186164556
59,0.5188905251158069
60,0.5257416879279486
61,0.5257416879279486
62,0.5190137652768461
63,0.5405141178074221
64,0.5335789368483583
65,0.5350316831968744
66,0.5237425484831387
67,0.5363771788568509
68,0.5201587190150861
69,0.5201778271571764
70,0.5158768304093996
71,0.5286613181930329
72,0.517524108275093
73,0.5581439652948266
74,0.5581439652948266
75,0.517348252318531
76,0.5302804748908208
77,0.5302804748908208
78,0.5241644212472374
79,0.5241644212472374
80,0.5336265124330738
81,0.5076353194719687
82,0.5457025260678243
83,0.5457025260678243
84,0.5330308994292318
85,0.5298256936785961
86,0.5381802621837682
87,0.5542472822741735
88,0.53975355378604
89,0.53975355378604
90,0.5449730596724691
91,0.5449730596724691
92,0.5172406863898311
93,0.5126608328220141
94,0.5225664198010053
95,0.5225664198010053
96,0.530197768382731
97,0.530197768382731
98,0.530873546886894
99,0.5304698106244271
100,0.5580705380976141
101,0.532527291873206
102,0.532527291873206
103,0.557383916459252
104,0.557383916459252
105,0.5568560795718853
106,0.5568560795718853
107,0.5695143670389672
108,0.5302501717639897
109,0.533196158277361
110,0.5201053771834445
111,0.5339922977147373
112,0.5339922977147373
113,0.5371607171539006
114,0.5371607171539006
115,0.5590979069194923
116,0.518507468060658
117,0.518507468060658
118,0.5340882280828924
119,0.5472403830137439
120,0.5285305715812855
121,0.5466025228159717
122,0.5466025228159717
123,0.5357164784613075
124,0.5291924411263165
125,0.5248923070207564
126,0.576170417547985
127,0.5567652303549767
128,0.5567652303549767
129,0.552059234702047
130,0.552059234702047
131,0.5448933455623505
132,0.5448933455623505
133,0.5429657647203995
134,0.5429657647203995
135,0.5324721835484771
136,0.5324721835484771
137,0.5455231942983788
138,0.5658408377790907
139,0.5093212105404976
140,0.5230711613125644
141,0.5417104734705173
142,0.5417104734705173
143,0.5351877025332844
144,0.5353524836289656
145,0.5353524836289656
146,0.5261871251636205
147,0.5352259227677062
148,0.5272079750082821
149,0.5326855084637034
150,0.5310238692153739
151,0.5310238692153739
152,0.5528030822000635
153,0.511649082319051
154,0.511649082319051
155,0.5219092879723836
156,0.5658465146627141
157,0.5658465146627141
158,0.5261208622278133
159,0.5254599183602405
160,0.5149848618927768
161,0.5316026589357126
162,0.5345212017313888
163,0.5024850353801056
164,0.5426582032698518
165,0.5299411324698344
166,0.5270101957242547
167,0.5281277952550572
168,0.5281277952550572
169,0.533729228396588
170,0.533729228396588
171,0.5478757274491796
172,0.5478757274491796
173,0.5260691660069616
174,0.5319930825515932
175,0.5494466379753398
176,0.4882952168703821
177,0.4882952168703821
178,0.530076909031063
179,0.5585889485087351
180,0.5199156040350575
181,0.5199156040350575
182,0.5484549299711616
183,0.515303639984701
184,0.49818950352888325
185,0.5267189489028415
186,0.5308997482930755
187,0.5458195347592901
188,0.5458195347592901
189,0.5326683377210091
190,0.5218091677579695
191,0.5134687424755232
192,0.54363698831157
193,0.5481665216578229
194,0.5293043112863284
195,0.5402498614489089
196,0.5639399824028235
197,0.5201974702367295
198,0.5514238499132695
199,0.5052767640038904
200,0.5003798674623599
201,0.5264078576448639
202,0.5235187579812864
203,0.5158796352120912
204,0.5127476149611413
205,0.5071337341016049
206,0.5277482827403424
207,0.5042741635886766
208,0.5171127400281433
209,0.5209875689367773
210,0.5342518180212639
211,0.5445700586446285
212,0.5320636738460085
213,0.540568560751308
214,0.5358066311562892
